descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url,local
LARANJA                                 ,4641,MT,MT             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,MT
LARANJA                                 ,4641,MT,MT             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,MT
LARANJA                                 ,4641,MT,MT             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,MT
LARANJA                                 ,4641,MT,MT             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,MT
LARANJA                                 ,4641,MT,MT             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,MT
LARANJA                                 ,4641,MT,MT             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,MT
LARANJA                                 ,4641,MT,MT             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,MT
LARANJA                                 ,4641,MT,MT             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,MT
LARANJA                                 ,4641,PA,PA             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
LARANJA                                 ,4641,PA,PA             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
LARANJA                                 ,4641,PA,PA             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PA
LARANJA                                 ,4641,PA,PA             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,PA
LARANJA                                 ,4641,PA,PA             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,PA
LARANJA                                 ,4641,PA,PA             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,PA
LARANJA                                 ,4641,PA,PA             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,PA
LARANJA                                 ,4641,PA,PA             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,PA
LARANJA                                 ,4641,PA,PA             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,PA
LARANJA                                 ,4641,PA,PA             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,PA
LARANJA                                 ,4641,PA,PA             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,PA
LARANJA                                 ,4641,PB,PB             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
LARANJA                                 ,4641,PB,PB             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
LARANJA                                 ,4641,PB,PB             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PB
LARANJA                                 ,4641,PB,PB             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,PB
LARANJA                                 ,4641,PB,PB             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,PB
LARANJA                                 ,4641,PB,PB             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,PB
LARANJA                                 ,4641,PB,PB             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,PB
LARANJA                                 ,4641,PB,PB             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,PB
LARANJA                                 ,4641,PB,PB             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,PB
LARANJA                                 ,4641,PB,PB             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,PB
LARANJA                                 ,4641,PB,PB             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,PB
LARANJA                                 ,4641,PE,PE             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
LARANJA                                 ,4641,PE,PE             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
LARANJA                                 ,4641,PE,PE             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PE
LARANJA                                 ,4641,PE,PE             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,PE
LARANJA                                 ,4641,PE,PE             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,PE
LARANJA                                 ,4641,PE,PE             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,PE
LARANJA                                 ,4641,PE,PE             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,PE
LARANJA                                 ,4641,PE,PE             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,PE
LARANJA                                 ,4641,PE,PE             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,PE
LARANJA                                 ,4641,PE,PE             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,PE
LARANJA                                 ,4641,PE,PE             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,PE
LARANJA                                 ,4641,PI,PI             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
LARANJA                                 ,4641,PI,PI             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
LARANJA                                 ,4641,PI,PI             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PI
LARANJA                                 ,4641,PI,PI             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,PI
LARANJA                                 ,4641,PI,PI             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,PI
LARANJA                                 ,4641,PI,PI             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,PI
LARANJA                                 ,4641,PI,PI             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,PI
LARANJA                                 ,4641,PI,PI             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,PI
LARANJA                                 ,4641,PI,PI             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,PI
LARANJA                                 ,4641,PI,PI             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,PI
LARANJA                                 ,4641,PI,PI             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,PI
LARANJA                                 ,4641,PR,PR             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PR
LARANJA                                 ,4641,PR,PR             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PR
LARANJA                                 ,4641,PR,PR             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PR
LARANJA                                 ,4641,PR,PR             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,PR
LARANJA                                 ,4641,PR,PR             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,PR
LARANJA                                 ,4641,PR,PR             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,PR
LARANJA                                 ,4641,PR,PR             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,PR
LARANJA                                 ,4641,PR,PR             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,PR
LARANJA                                 ,4641,PR,PR             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,PR
LARANJA                                 ,4641,PR,PR             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,PR
LARANJA                                 ,4641,PR,PR             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,PR
LARANJA                                 ,4641,RJ,RJ             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,RJ
LARANJA                                 ,4641,RJ,RJ             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,RJ
LARANJA                                 ,4641,RN,RN             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
LARANJA                                 ,4641,RN,RN             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
LARANJA                                 ,4641,RN,RN             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RN
LARANJA                                 ,4641,RN,RN             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,RN
LARANJA                                 ,4641,RN,RN             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,RN
LARANJA                                 ,4641,RN,RN             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,RN
LARANJA                                 ,4641,RN,RN             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,RN
LARANJA                                 ,4641,RN,RN             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,RN
LARANJA                                 ,4641,RN,RN             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,RN
LARANJA                                 ,4641,RN,RN             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,RN
LARANJA                                 ,4641,RN,RN             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,RN
LARANJA                                 ,4641,RO,RO             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RO
LARANJA                                 ,4641,RO,RO             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RO
LARANJA                                 ,4641,RO,RO             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RO
LARANJA                                 ,4641,RO,RO             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,RO
LARANJA                                 ,4641,RO,RO             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,RO
LARANJA                                 ,4641,RO,RO             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,RO
LARANJA                                 ,4641,RO,RO             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,RO
LARANJA                                 ,4641,RO,RO             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,RO
LARANJA                                 ,4641,RO,RO             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,RO
LARANJA                                 ,4641,RO,RO             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,RO
LARANJA                                 ,4641,RO,RO             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,RO
LARANJA                                 ,4641,RR,RR             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RR
LARANJA                                 ,4641,RR,RR             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RR
LARANJA                                 ,4641,RR,RR             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RR
LARANJA                                 ,4641,RR,RR             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,RR
LARANJA                                 ,4641,RR,RR             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,RR
LARANJA                                 ,4641,RR,RR             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,RR
LARANJA                                 ,4641,RR,RR             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,RR
LARANJA                                 ,4641,RR,RR             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,RR
LARANJA                                 ,4641,RR,RR             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,RR
LARANJA                                 ,4641,RR,RR             ,2023,7,2024,6,22.72,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,RR
LARANJA                                 ,4641,RR,RR             ,2024,7,2025,6,23.83,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,RR
LARANJA                                 ,4641,RS,RS             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RS
LARANJA                                 ,4641,RS,RS             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RS
LARANJA                                 ,4641,RS,RS             ,2016,7,2017,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RS
LARANJA                                 ,4641,RS,RS             ,2017,7,2018,6,12.28,"40,8 kg                                                     ","PORTARIA Nº 826, DE 7 DE ABRIL",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf                                ,RS
LARANJA                                 ,4641,RS,RS             ,2018,7,2019,6,13.2,"40,8 kg                                                     ","PORTARIA Nº 438, DE 28 DE MARÇ",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf                                ,RS
LARANJA                                 ,4641,RS,RS             ,2019,7,2020,6,15.95,"40,8 kg                                                     ","PORTARIA Nº 31, DE 11 DE MARÇO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf                                 ,RS
LARANJA                                 ,4641,RS,RS             ,2020,7,2021,6,15.53,"40,8 kg                                                     ","PORTARIA Nº 42, DE 6 DE FEVERE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf                                 ,RS
LARANJA                                 ,4641,RS,RS             ,2021,7,2022,6,17.76,"40,8 kg                                                     ","PORTARIA MAPA Nº 47, DE 4 DE M",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf                                 ,RS
LARANJA                                 ,4641,RS,RS             ,2022,7,2023,6,24.23,"40,8 kg                                                     ","PORTARIA MAPA Nº 419, DE 30 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf                                ,RS
LARANJA                                 ,4641,RS,RS             ,2023,7,2024,6,20.53,"40,8 kg                                                     ","PORTARIA MDA Nº 4, DE 3 DE ABR",https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140                    ,RS
LARANJA                                 ,4641,RS,RS             ,2024,7,2025,6,21.53,"40,8 kg                                                     ","PORTARIA MAPA Nº 669, DE 1º DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105                 ,RS
LARANJA                                 ,4641,SC,SC             ,2014,5,2015,3,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,SC
LARANJA                                 ,4641,SC,SC             ,2015,7,2016,6,11.45,"40,8 kg                                                     ","PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,SC
