dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2016,8,1107,"175,0","0,1581",08/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2016,8,670,"95,0","0,1418",08/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2016,8,1380,"225,0","0,163",08/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,8,2287,"255,0","0,1115",08/2016,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2016,8,874,"110,0","0,1259",08/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,9,2287,"240,0","0,1049",09/2016,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2016,9,670,"90,0","0,1343",09/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2016,9,1107,"155,0","0,14",09/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2016,9,1380,"200,0","0,1449",09/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2016,9,874,"105,0","0,1201",09/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,10,2287,"220,0","0,0962",10/2016,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2016,10,874,"100,0","0,1144",10/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2016,10,1380,"195,0","0,1413",10/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2016,10,1107,"155,0","0,14",10/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2016,10,670,"85,0","0,1269",10/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2016,11,874,"100,0","0,1144",11/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2016,11,1380,"195,0","0,1413",11/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2016,11,1107,"155,0","0,14",11/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2016,11,670,"80,0","0,1194",11/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,11,2287,"210,0","0,0918",11/2016,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2016,12,1380,"195,0","0,1413",12/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,12,2287,"220,0","0,0962",12/2016,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2016,12,874,"105,0","0,1201",12/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2016,12,670,"85,0","0,1269",12/2016,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2016,12,1107,"155,0","0,14",12/2016,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,1,670,"110,0","0,1642",01/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,1,874,"140,0","0,1602",01/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,1,1380,"260,0","0,1884",01/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,1,1107,"200,0","0,1807",01/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,1,2287,"260,0","0,1137",01/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,2,2287,"330,0","0,1443",02/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,2,670,"125,0","0,1866",02/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,2,1107,"225,0","0,2033",02/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,2,1380,"280,0","0,2029",02/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,2,2287,"310,0","0,1355",02/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,2,874,"150,0","0,1716",02/2017,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,ITAPURANGA-GO                                     ,5211206,GO        ,2017,3,1562,"210,64","0,1349",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PATOS-PB                                          ,2510808,PB        ,2017,3,3879,"528,53","0,1363",03/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MONTEIRO-PB                                       ,2509701,PB        ,2017,3,3845,"396,4","0,1031",03/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,JOÃO PESSOA-PB                                    ,2507507,PB        ,2017,3,4086,"396,4","0,097",03/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PONTALINA-GO                                      ,5217708,GO        ,2017,3,1393,"229,37","0,1647",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SANTA HELENA DE GOIÁS-GO                          ,5219308,GO        ,2017,3,1200,"208,89","0,1741",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PARAÚNA-GO                                        ,5216403,GO        ,2017,3,1311,"229,37","0,175",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SÃO LUÍS DE MONTES BELOS-GO                       ,5220108,GO        ,2017,3,1408,"210,64","0,1496",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PALMEIRAS DE GOIÁS-GO                             ,5215702,GO        ,2017,3,1365,"208,89","0,153",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,GOIÂNIA-GO                                        ,5208707,GO        ,2017,3,1410,"229,37","0,1627",03/2017,GO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PICOS-PI                                          ,2208007,PI        ,2017,3,3415,"424,93","0,1244",03/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,FLORIANO-PI                                       ,2203909,PI        ,2017,3,3211,"417,34","0,13",03/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,CAMPINA GRANDE-PB                                 ,2504009,PB        ,2017,3,4032,"461,14","0,1144",03/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,TERESINA-PI                                       ,2211001,PI        ,2017,3,3507,"443,75","0,1265",03/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PARNAÍBA-PI                                       ,2207702,PI        ,2017,3,3865,"442,57","0,1145",03/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,COLATINA-ES                                       ,3201506,ES        ,2017,3,2797,"402,9","0,144",03/2017,ES        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,BRASÍLIA-DF                                       ,5300108,DF        ,2017,3,1661,"204,5","0,1231",03/2017,DF        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PALMEIRA DOS ÍNDIOS-AL                            ,2706307,AL        ,2017,3,3666,"439,0","0,1197",03/2017,AL        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MACEIÓ-AL                                         ,2704302,AL        ,2017,3,3727,"439,0","0,1178",03/2017,AL        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MONTES CLAROS-MG                                  ,3143302,MG        ,2017,3,2194,"326,0","0,1486",03/2017,MG        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,JUIZ DE FORA-MG                                   ,3136702,MG        ,2017,3,2385,"326,0","0,1367",03/2017,MG        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,3,1380,"275,0","0,1993",03/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,3,1107,"225,0","0,2033",03/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,3,670,"120,0","0,1791",03/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,3,874,"140,0","0,1602",03/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,3,2287,"320,0","0,1399",03/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,4,1107,"225,0","0,2033",04/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,4,2287,"290,0","0,1268",04/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,4,1380,"275,0","0,1993",04/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,4,2287,"270,0","0,1181",04/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,4,874,"125,0","0,143",04/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,4,670,"100,0","0,1493",04/2017,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MOSSORÓ-RN                                        ,2408003,RN        ,2017,5,4028,"452,29","0,1123",05/2017,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MARACANAÚ-CE                                      ,2307650,CE        ,2017,5,4144,"485,58","0,1172",05/2017,CE        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,5,2287,"305,0","0,13",05/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,5,874,"125,0","0,14",05/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,5,670,"105,0","0,16",05/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,5,1107,"210,0","0,19",05/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,5,1380,"260,0","0,19",05/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,IMPERATRIZ-MA                                     ,2105302,MA        ,2017,5,2895,"406,26","0,1403",05/2017,MA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,ARAGUAÍNA-TO                                      ,1702109,TO        ,2017,5,2634,"474,37","0,1801",05/2017,TO        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,CURRAIS NOVOS-RN                                  ,2403103,RN        ,2017,5,4067,"447,7","0,1101",05/2017,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,RUSSAS-CE                                         ,2311801,CE        ,2017,5,4042,"485,51","0,1201",05/2017,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,JOÃO PESSOA-PB                                    ,2507507,PB        ,2017,5,4086,"469,0","0,1148",05/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,AÇU-RN                                            ,2400208,RN        ,2017,5,4051,"452,37","0,1117",05/2017,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PICOS-PI                                          ,2208007,PI        ,2017,6,3415,"417,72","0,1223",06/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PETROLINA-PE                                      ,2611101,PE        ,2017,6,3322,"439,0","0,1321",06/2017,PE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MONTEIRO-PB                                       ,2509701,PB        ,2017,6,3845,"446,5","0,1161",06/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,TERESINA-PI                                       ,2211001,PI        ,2017,6,3507,"417,72","0,1191",06/2017,PI        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,6,1107,"220,0","0,1987",06/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,CACHOEIRO DE ITAPEMIRIM-ES                        ,3201209,ES        ,2017,6,2613,"417,2","0,1597",06/2017,ES        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PARNAÍBA-PI                                       ,2207702,PI        ,2017,6,3865,"419,64","0,1086",06/2017,PI        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,FLORIANO-PI                                       ,2203909,PI        ,2017,6,3211,"419,59","0,1307",06/2017,PI        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,6,1380,"280,0","0,2029",06/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PATOS-PB                                          ,2510808,PB        ,2017,6,3879,"416,12","0,1073",06/2017,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PALMEIRA DOS ÍNDIOS-AL                            ,2706307,AL        ,2017,6,3666,"456,0","0,1244",06/2017,AL        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MACEIÓ-AL                                         ,2704302,AL        ,2017,6,3727,"456,0","0,1224",06/2017,AL        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,6,874,"140,0","0,1602",06/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,6,2287,"305,0","0,1334",06/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,6,670,"120,0","0,1791",06/2017,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,RUSSAS-CE                                         ,2311801,CE        ,2017,7,4042,"432,46","0,107",07/2017,CE        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,7,874,"140,0","0,1602",07/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,7,670,"120,0","0,1791",07/2017,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SENADOR POMPEU-CE                                 ,2312700,CE        ,2017,7,3797,"466,81","0,1229",07/2017,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,BRASÍLIA-DF                                       ,5300108,DF        ,2017,7,1661,"232,0","0,1397",07/2017,DF        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,7,2287,"305,0","0,1334",07/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,7,1380,"290,0","0,2101",07/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,7,1107,"230,0","0,2078",07/2017,PA        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,TAUÁ-CE                                           ,2313302,CE        ,2017,8,3618,"451,19","0,1247",08/2017,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,LAVRAS DA MANGABEIRA-CE                           ,2307502,CE        ,2017,8,3777,"462,58","0,1225",08/2017,CE        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,8,2287,"310,0","0,1355",08/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,8,874,"140,0","0,1602",08/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,8,670,"115,0","0,1716",08/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,8,1107,"230,0","0,2078",08/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,8,1380,"290,0","0,2101",08/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,9,2287,"305,0","0,1334",09/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,9,1380,"280,0","0,2029",09/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,9,1107,"225,0","0,2033",09/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,9,670,"105,0","0,1567",09/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,9,874,"130,0","0,1487",09/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,10,874,"140,0","0,1602",10/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,10,2287,"295,0","0,129",10/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,10,1380,"270,0","0,1957",10/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,10,1107,"215,0","0,1942",10/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,10,670,"115,0","0,1716",10/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,11,670,"120,0","0,1791",11/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,11,874,"140,0","0,1602",11/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,11,1107,"210,0","0,1897",11/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,11,1380,"265,0","0,192",11/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,11,2287,"295,0","0,129",11/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2017,12,1107,"210,0","0,1897",12/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,12,2287,"295,0","0,129",12/2017,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2017,12,874,"140,0","0,1602",12/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2017,12,670,"120,0","0,1791",12/2017,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2017,12,1380,"260,0","0,1884",12/2017,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,1,2287,"320,0","0,1399",01/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,1,1107,"230,0","0,2078",01/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,1,670,"130,0","0,194",01/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,1,874,"160,0","0,1831",01/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,1,1380,"290,0","0,2101",01/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,2,874,"160,0","0,1831",02/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,2,1380,"305,0","0,221",02/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,2,2287,"340,0","0,1487",02/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,2,670,"130,0","0,194",02/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,2,1107,"250,0","0,2258",02/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,3,670,"130,0","0,194",03/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,3,1380,"320,0","0,2319",03/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,3,2287,"340,0","0,1487",03/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,3,874,"155,0","0,1773",03/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,3,1107,"265,0","0,2394",03/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,4,1380,"290,0","0,2101",04/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,4,1107,"240,0","0,2168",04/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,4,2287,"320,0","0,1399",04/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,4,874,"140,0","0,1602",04/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,4,670,"120,0","0,1791",04/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,5,670,"120,0","0,1791",05/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,5,2287,"320,0","0,1399",05/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,5,1380,"290,0","0,2101",05/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,5,1107,"240,0","0,2168",05/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,5,874,"140,0","0,1602",05/2018,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,IGUATU-CE                                         ,2305506,CE        ,2018,6,3867,"715,53","0,185",06/2018,CE        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,6,2287,"320,0","0,1399",06/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,6,874,"140,0","0,1602",06/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,6,670,"120,0","0,1791",06/2018,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,CAICÓ-RN                                          ,2402006,RN        ,2018,6,3973,"635,71","0,16",06/2018,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MACEIÓ-AL                                         ,2704302,AL        ,2018,6,3727,"602,26","0,1616",06/2018,AL        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,ARCOVERDE-PE                                      ,2601201,PE        ,2018,6,3810,"609,22","0,1599",06/2018,PE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SENADOR POMPEU-CE                                 ,2312700,CE        ,2018,6,3797,"605,6","0,1595",06/2018,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PELOTAS-RS                                        ,4314407,RS        ,2018,6,2828,"522,95","0,1849",06/2018,RS        
