dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2022,8,395,"157,5","0,3987",08/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2022,8,261,"141,0","0,5402",08/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2022,8,548,"200,0","0,365",08/2022,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2022,8,954,"310,0","0,3249",08/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2022,9,395,"144,17","0,365",09/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2022,9,970,"290,0","0,299",09/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2022,9,954,"280,0","0,2935",09/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2022,9,1292,"315,0","0,2438",09/2022,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2022,9,1619,"397,5","0,2455",09/2022,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2022,9,548,"213,75","0,3901",09/2022,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2022,9,261,"136,0","0,5211",09/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2022,10,395,"141,0","0,357",10/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2022,10,261,"127,5","0,4885",10/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2022,10,548,"211,67","0,3863",10/2022,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2022,10,970,"286,0","0,2948",10/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2022,10,1619,"380,0","0,2347",10/2022,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2022,10,1292,"304,0","0,2353",10/2022,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2022,10,954,"283,5","0,2972",10/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2022,11,954,"294,16","0,3083",11/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2022,11,970,"295,0","0,3041",11/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2022,11,395,"134,16","0,3396",11/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2022,11,548,"210,0","0,3832",11/2022,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2022,11,1619,"370,0","0,2285",11/2022,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2022,11,261,"115,0","0,4406",11/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2022,11,1292,"295,83","0,229",11/2022,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2022,12,954,"272,5","0,2856",12/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2022,12,548,"200,0","0,365",12/2022,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2022,12,261,"97,5","0,3736",12/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2022,12,395,"140,0","0,3544",12/2022,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2022,12,970,"272,5","0,2809",12/2022,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2022,12,1292,"301,25","0,2332",12/2022,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,1,395,"119,0","0,3013",01/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,1,1619,"395,0","0,244",01/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,1,1292,"305,0","0,2361",01/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,1,954,"264,0","0,2767",01/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,1,970,"263,0","0,2711",01/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,1,261,"106,66","0,4087",01/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,2,1292,"307,5","0,238",02/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,2,395,"145,0","0,3671",02/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,2,261,"127,5","0,4885",02/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,2,1619,"390,0","0,2409",02/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,2,548,"175,0","0,3193",02/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,2,970,"308,33","0,3179",02/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,2,954,"308,33","0,3232",02/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,3,548,"175,0","0,3193",03/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,3,954,"298,33","0,3127",03/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,3,970,"298,33","0,3076",03/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,3,395,"136,0","0,3443",03/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,3,261,"114,5","0,4387",03/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,3,1619,"330,0","0,2038",03/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,3,1292,"310,83","0,2406",03/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,4,1619,"320,0","0,1977",04/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,4,261,"111,67","0,4279",04/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,4,395,"126,67","0,3207",04/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,4,970,"296,67","0,3058",04/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,4,954,"296,67","0,311",04/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,4,1292,"296,67","0,2296",04/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,5,90,"114,5","1,2722",05/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,5,312,"310,83","0,9963",05/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,5,313,"298,33","0,9531",05/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,5,128,"175,0","1,3725",05/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,5,104,"136,0","1,3077",05/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,5,313,"298,33","0,9531",05/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,6,313,"310,0","0,9904",06/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,6,312,"314,17","1,007",06/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,6,90,"88,33","0,9814",06/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,6,313,"309,17","0,9878",06/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,6,128,"155,0","1,2157",06/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,6,104,"101,33","0,9743",06/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,7,954,"343,17","0,3597",07/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,7,548,"220,0","0,4015",07/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,7,261,"116,17","0,4451",07/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,7,395,"129,0","0,3266",07/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,7,970,"343,17","0,3538",07/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,7,1292,"330,0","0,2554",07/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,8,395,"165,0","0,4177",08/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,8,970,"379,0","0,3907",08/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,8,954,"379,0","0,3973",08/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,8,1292,"354,0","0,274",08/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,8,548,"220,0","0,4015",08/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,8,1619,"430,0","0,2656",08/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,8,261,"127,5","0,4885",08/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,9,548,"205,0","0,3741",09/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,9,1619,"420,0","0,2594",09/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,9,954,"324,0","0,3396",09/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,9,1292,"331,0","0,2562",09/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,9,395,"136,0","0,3443",09/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,9,261,"118,0","0,4521",09/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,9,970,"324,0","0,334",09/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,10,1619,"405,8","0,2506",10/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,10,970,"306,6","0,3161",10/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,10,395,"134,2","0,3397",10/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,10,261,"115,8","0,4437",10/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,10,548,"190,0","0,3467",10/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,10,954,"306,6","0,3214",10/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,10,1292,"334,0","0,2585",10/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,11,954,"296,0","0,3103",11/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,11,395,"112,0","0,2835",11/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,11,261,"104,2","0,3992",11/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,11,548,"210,0","0,3832",11/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,11,1292,"317,0","0,2454",11/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,11,1619,"352,5","0,2177",11/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,11,970,"296,0","0,3052",11/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2023,12,970,"276,0","0,2845",12/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2023,12,548,"160,0","0,292",12/2023,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2023,12,261,"94,0","0,3602",12/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2023,12,395,"104,0","0,2633",12/2023,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2023,12,954,"276,0","0,2893",12/2023,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,12,1292,"302,0","0,2337",12/2023,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2023,12,1619,"307,5","0,1899",12/2023,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,1,1619,"245,0","0,1513",01/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,1,548,"110,0","0,2007",01/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,1,261,"82,0","0,3142",01/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,1,395,"87,0","0,2203",01/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,1,970,"223,0","0,2299",01/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,1,954,"223,0","0,2338",01/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,1,1292,"229,0","0,1772",01/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,2,970,"260,0","0,268",02/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,2,395,"109,0","0,2747",02/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,2,954,"260,0","0,2725",02/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,2,548,"115,0","0,2099",02/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,2,261,"93,0","0,3544",02/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,2,1619,"265,0","0,1637",02/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,2,1292,"253,0","0,1954",02/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,3,395,"114,0","0,288",03/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,3,548,"110,0","0,2007",03/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,3,261,"91,0","0,3496",03/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,3,970,"281,0","0,2899",03/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,3,954,"281,0","0,2948",03/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,3,1619,"265,0","0,1637",03/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,3,1292,"278,0","0,2148",03/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,4,1292,"270,0","0,209",04/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,4,1619,"260,0","0,1606",04/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,4,954,"265,0","0,2778",04/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,4,970,"265,0","0,2732",04/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,4,395,"105,0","0,2658",04/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,4,261,"91,0","0,3467",04/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,4,548,"145,0","0,2646",04/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,5,1619,"267,0","0,1647",05/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,5,970,"283,0","0,2912",05/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,5,395,"104,0","0,2627",05/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,5,261,"87,0","0,3324",05/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,5,548,"140,0","0,2555",05/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,5,954,"283,0","0,2961",05/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,5,1292,"271,0","0,2099",05/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,6,261,"92,0","0,3506",06/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,6,970,"320,0","0,3299",06/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,6,954,"320,0","0,3354",06/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,6,1292,"319,0","0,2467",06/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,6,1619,"350,0","0,2162",06/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,6,395,"109,0","0,2753",06/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,6,548,"130,0","0,2372",06/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,UBERABA-MG                                        ,3170107,MG        ,2024,7,395,"110,0","0,2785",07/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,7,954,"290,0","0,304",07/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,7,1619,"340,0","0,21",07/2024,SC        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,7,1292,"304,0","0,2351",07/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,7,261,"92,0","0,3534",07/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,7,548,"128,0","0,2327",07/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,GUARUJÁ-SP                                        ,3518701,SP        ,2024,7,970,"290,0","0,299",07/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SANTOS-SP                                         ,3548500,SP        ,2024,8,954,"270,0","0,283",08/2024,SP        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,ARAGUARI-MG                                       ,3103504,MG        ,2024,8,261,"86,0","0,3305",08/2024,MG        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,8,1292,"283,0","0,2187",08/2024,PR        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,SÃO SIMÃO-GO                                      ,5220405,GO        ,2024,8,548,"140,0","0,2555",08/2024,GO        
PESQUISA                        ,CRISTALINA-GO                                     ,5206206,GO        ,IMBITUBA-SC                                       ,4207304,SC        ,2024,8,1619,"305,0","0,1884",08/2024,SC        
