municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2023,Outubro,996,"302,0","0,3027"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Novembro,1191,"283,0","0,2379"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2023,Novembro,996,"302,0","0,3027"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2023,Dezembro,996,"263,0","0,2636"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Dezembro,1191,"260,0","0,2183"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Janeiro,1191,"288,0","0,2414"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Janeiro,996,"243,0","0,244"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Fevereiro,996,"229,0","0,2303"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Fevereiro,1191,"258,0","0,2162"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Março,1191,"235,0","0,1973"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Março,996,"215,0","0,2159"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Abril,996,"223,0","0,2234"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Abril,1191,"210,0","0,1763"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Maio,1191,"233,0","0,1952"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Maio,996,"224,0","0,2246"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Junho,1191,"260,0","0,2183"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Junho,996,"206,0","0,2071"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Julho,1191,"255,0","0,2141"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Julho,996,"202,0","0,2025"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Agosto,1191,"245,0","0,2057"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Agosto,996,"202,0","0,2028"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Setembro,1191,"245,0","0,2057"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Setembro,996,"230,0","0,2309"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Outubro,1191,"241,0","0,2024"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Outubro,996,"230,0","0,2309"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Novembro,1191,"240,0","0,2015"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Novembro,996,"230,0","0,2309"
CHAPADÃO DO SUL-MS                                ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Dezembro,1191,"220,0","0,1847"
CHAPADÃO DO SUL-MS                                ,MS        ,GUARUJÁ-SP                                        ,SP        ,2024,Dezembro,996,"220,0","0,2209"
COLINAS-MA                                        ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Agosto,444,"147,0","0,3311"
COLINAS-MA                                        ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Setembro,444,"153,0","0,3446"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Março,160,"95,0","0,5938"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Abril,160,"95,0","0,5938"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Maio,160,"95,0","0,5938"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Junho,160,"95,0","0,5938"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Julho,160,"100,0","0,625"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Agosto,160,"105,0","0,6563"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Setembro,160,"105,0","0,6563"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Outubro,160,"107,0","0,6688"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Novembro,160,"105,0","0,6563"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Dezembro,160,"107,0","0,6688"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Abril,160,"100,0","0,625"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Maio,160,"104,0","0,65"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Junho,160,"106,0","0,6625"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Julho,160,"108,0","0,675"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Agosto,160,"109,0","0,6813"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Setembro,160,"109,0","0,6813"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Outubro,160,"109,0","0,6813"
CONCEIÇÃO DAS ALAGOAS-MG                          ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Novembro,160,"109,0","0,6813"
CRISTALINA-GO                                     ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Maio,261,"83,33","0,3193"
CRISTALINA-GO                                     ,GO        ,UBERABA-MG                                        ,MG        ,2021,Maio,395,"92,5","0,2342"
CRISTALINA-GO                                     ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Maio,548,"138,33","0,2524"
CRISTALINA-GO                                     ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Maio,1619,"241,67","0,1493"
CRISTALINA-GO                                     ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Maio,1292,"223,33","0,1729"
CRISTALINA-GO                                     ,GO        ,SANTOS-SP                                         ,SP        ,2021,Maio,954,"216,67","0,2271"
CRISTALINA-GO                                     ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Maio,970,"216,67","0,2234"
CRISTALINA-GO                                     ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Junho,970,"199,0","0,2052"
CRISTALINA-GO                                     ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Junho,1619,"223,0","0,1377"
