produto,classificao_produto,id_produto,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
ABACATE                  ,NÃO INFORMADO       ,4618,RR        ,NORTE          ,2023,11,ATACADO                                                     ,7.0
ABACATE                  ,NÃO INFORMADO       ,4618,RR        ,NORTE          ,2023,12,ATACADO                                                     ,7.0
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.18
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.51
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.42
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.3
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.85
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.0
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.01
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.46
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.73
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.92
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.38
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.87
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.79
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67
ABACAXI                  ,NÃO INFORMADO       ,4619,RR        ,NORTE          ,2023,11,ATACADO                                                     ,7.0
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.7
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.86
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.0
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.39
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.23
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.25
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.96
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.06
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.59
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.13
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.91
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.98
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.51
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.2
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.52
ABACAXI                  ,NÃO INFORMADO       ,4619,RR        ,NORTE          ,2023,12,ATACADO                                                     ,7.5
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.5
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.21
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.22
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.09
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.87
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.13
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.22
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.15
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.37
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.27
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.95
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.41
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.1
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.13
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.61
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.96
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.14
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.32
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.5
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.63
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.1
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.23
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.69
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.63
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.95
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.75
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.97
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.44
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.84
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.45
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.44
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.67
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.41
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.4
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.94
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.99
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.52
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.49
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.79
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.65
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.23
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.55
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.22
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.55
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.85
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.12
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.12
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.88
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.55
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.59
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.84
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.71
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.67
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.59
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.03
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.99
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.43
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,9.0
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.08
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.75
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.82
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.52
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.8
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.5
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.57
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.81
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.98
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.9
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.55
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.58
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.23
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.3
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.89
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.71
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.82
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.66
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.0
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.4
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.62
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.83
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.25
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.08
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.4
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.41
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.1
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.3
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.2
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.51
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.03
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.81
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.33
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.0
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.29
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.83
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.87
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.84
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.22
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.31
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.95
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.44
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.96
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.1
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.74
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.18
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.14
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.93
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.78
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.25
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.96
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.43
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.67
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.13
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.13
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.93
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.55
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.53
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.79
