municipio_origem,municipio_destino,ano,mes,uf_origem,uf_destino,soma_frete_tonelada,soma_tonelada_km,repeticoes,media_frete_tonelada,media_tonelada_km,distancia_km,data_padronizada
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Janeiro,PI        ,PI        ,"165,0","0,2801",1,"165,0","0,2801","589,0",01/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Julho,PI        ,PI        ,"215,0","0,365",1,"215,0","0,365","589,0",07/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Junho,PI        ,PI        ,"198,0","0,3353",1,"198,0","0,3353","589,0",06/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Maio,PI        ,PI        ,"190,0","0,3226",1,"190,0","0,3226","589,0",05/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Março,PI        ,PI        ,"168,0","0,2852",1,"168,0","0,2852","589,0",03/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Novembro,PI        ,PI        ,"161,0","0,2733",1,"161,0","0,2733","589,0",11/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Outubro,PI        ,PI        ,"179,0","0,3039",1,"179,0","0,3039","589,0",10/2024
BAIXA GRANDE DO RIBEIRO,TERESINA,2024,Setembro,PI        ,PI        ,"188,0","0,3183",1,"188,0","0,3183","589,0",09/2024
BALSAS,BARCARENA,2023,Abril,MA        ,PA        ,"250,0","0,2596",1,"250,0","0,2596","963,0",04/2023
BALSAS,BARCARENA,2023,Agosto,MA        ,PA        ,"172,0","0,1788",1,"172,0","0,1788","962,0",08/2023
BALSAS,BARCARENA,2023,Fevereiro,MA        ,PA        ,"240,0","0,2492",1,"240,0","0,2492","963,0",02/2023
BALSAS,BARCARENA,2023,Julho,MA        ,PA        ,"255,0","0,2495",1,"255,0","0,2495","1022,0",07/2023
BALSAS,BARCARENA,2023,Junho,MA        ,PA        ,"230,4","0,2393",1,"230,4","0,2393","963,0",06/2023
BALSAS,BARCARENA,2023,Maio,MA        ,PA        ,"270,0","0,2804",1,"270,0","0,2804","963,0",05/2023
BALSAS,BARCARENA,2023,Março,MA        ,PA        ,"250,0","0,2596",1,"250,0","0,2596","963,0",03/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Agosto,MA        ,PE        ,"330,0","0,2296",1,"330,0","0,2296","1437,0",08/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Dezembro,MA        ,PE        ,"260,0","0,1809",1,"260,0","0,1809","1437,0",12/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Julho,MA        ,PE        ,"315,0","0,2192",1,"315,0","0,2192","1437,0",07/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Novembro,MA        ,PE        ,"220,0","0,1531",1,"220,0","0,1531","1437,0",11/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Outubro,MA        ,PE        ,"310,0","0,2157",1,"310,0","0,2157","1437,0",10/2023
BALSAS,CABO DE SANTO AGOSTINHO,2023,Setembro,MA        ,PE        ,"310,0","0,2157",1,"310,0","0,2157","1437,0",09/2023
BALSAS,CABO DE SANTO AGOSTINHO,2024,Abril,MA        ,PE        ,"77,0","0,0536",1,"77,0","0,0536","1437,0",04/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Dezembro,MA        ,PE        ,"250,0","0,174",1,"250,0","0,174","1437,0",12/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Fevereiro,MA        ,PE        ,"64,0","0,0447",1,"64,0","0,0447","1437,0",02/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Janeiro,MA        ,PE        ,"205,0","0,1427",1,"205,0","0,1427","1437,0",01/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Junho,MA        ,PE        ,"312,0","0,2171",1,"312,0","0,2171","1437,0",06/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Maio,MA        ,PE        ,"215,0","0,1496",1,"215,0","0,1496","1437,0",05/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Março,MA        ,PE        ,"53,0","0,0365",1,"53,0","0,0365","1437,0",03/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Outubro,MA        ,PE        ,"260,0","0,1809",1,"260,0","0,1809","1437,0",10/2024
BALSAS,CABO DE SANTO AGOSTINHO,2024,Setembro,MA        ,PE        ,"300,0","0,2088",1,"300,0","0,2088","1437,0",09/2024
BALSAS,CAMARAGIBE,2024,Novembro,MA        ,PE        ,"180,0","0,1272",1,"180,0","0,1272","1415,0",11/2024
BALSAS,PORTO FRANCO,2023,Abril,MA        ,MA        ,"90,0","0,3061",1,"90,0","0,3061","294,0",04/2023
BALSAS,PORTO FRANCO,2023,Agosto,MA        ,MA        ,"88,2","0,301",1,"88,2","0,301","293,0",08/2023
BALSAS,PORTO FRANCO,2023,Fevereiro,MA        ,MA        ,"85,0","0,2891",1,"85,0","0,2891","294,0",02/2023
BALSAS,PORTO FRANCO,2023,Julho,MA        ,MA        ,"80,5","0,2747",1,"80,5","0,2747","293,0",07/2023
BALSAS,PORTO FRANCO,2023,Junho,MA        ,MA        ,"90,0","0,3061",1,"90,0","0,3061","294,0",06/2023
BALSAS,PORTO FRANCO,2023,Maio,MA        ,MA        ,"180,0","0,6122",1,"180,0","0,6122","294,0",05/2023
BALSAS,PORTO FRANCO,2023,Março,MA        ,MA        ,"90,0","0,3061",1,"90,0","0,3061","294,0",03/2023
BALSAS,PORTO FRANCO,2023,Novembro,MA        ,MA        ,"111,0","0,2164",1,"111,0","0,2164","513,0",11/2023
BALSAS,PORTO FRANCO,2023,Outubro,MA        ,MA        ,"89,25","0,3046",1,"89,25","0,3046","293,0",10/2023
BALSAS,PORTO FRANCO,2023,Setembro,MA        ,MA        ,"88,0","0,3003",1,"88,0","0,3003","293,0",09/2023
BALSAS,PORTO FRANCO,2024,Janeiro,MA        ,MA        ,"79,0","0,269",1,"79,0","0,269","293,0",01/2024
BALSAS,PORTO FRANCO,2024,Julho,MA        ,MA        ,"110,13","0,2147",1,"110,13","0,2147","513,0",07/2024
BALSAS,PORTO FRANCO,2024,Junho,MA        ,MA        ,"77,0","0,2615",1,"77,0","0,2615","293,0",06/2024
BALSAS,PORTO FRANCO,2024,Maio,MA        ,MA        ,"69,0","0,2346",1,"69,0","0,2346","293,0",05/2024
BALSAS,PORTO FRANCO,2024,Outubro,MA        ,MA        ,"70,0","0,2389",1,"70,0","0,2389","293,0",10/2024
BALSAS,PORTO FRANCO,2024,Setembro,MA        ,MA        ,"86,0","0,2947",1,"86,0","0,2947","293,0",09/2024
BALSAS,SÃO LUÍS,2023,Abril,MA        ,MA        ,"195,0","0,2425",1,"195,0","0,2425","804,0",04/2023
BALSAS,SÃO LUÍS,2023,Agosto,MA        ,MA        ,"224,0","0,2735",1,"224,0","0,2735","819,0",08/2023
BALSAS,SÃO LUÍS,2023,Dezembro,MA        ,MA        ,"140,0","0,1709",1,"140,0","0,1709","819,0",12/2023
BALSAS,SÃO LUÍS,2023,Fevereiro,MA        ,MA        ,"190,0","0,2363",1,"190,0","0,2363","804,0",02/2023
BALSAS,SÃO LUÍS,2023,Julho,MA        ,MA        ,"217,0","0,265",1,"217,0","0,265","819,0",07/2023
BALSAS,SÃO LUÍS,2023,Junho,MA        ,MA        ,"170,53","0,2121",1,"170,53","0,2121","804,0",06/2023
BALSAS,SÃO LUÍS,2023,Maio,MA        ,MA        ,"280,0","0,295",1,"280,0","0,295","949,0",05/2023
BALSAS,SÃO LUÍS,2023,Março,MA        ,MA        ,"195,0","0,2425",1,"195,0","0,2425","804,0",03/2023
BALSAS,SÃO LUÍS,2023,Novembro,MA        ,MA        ,"158,25","0,1932",1,"158,25","0,1932","819,0",11/2023
BALSAS,SÃO LUÍS,2023,Outubro,MA        ,MA        ,"226,84","0,277",1,"226,84","0,277","819,0",10/2023
BALSAS,SÃO LUÍS,2023,Setembro,MA        ,MA        ,"227,25","0,2775",1,"227,25","0,2775","819,0",09/2023
BALSAS,SÃO LUÍS,2024,Abril,MA        ,MA        ,"135,0","0,1648",1,"135,0","0,1648","819,0",04/2024
BALSAS,SÃO LUÍS,2024,Dezembro,MA        ,MA        ,"105,0","0,1282",1,"105,0","0,1282","819,0",12/2024
BALSAS,SÃO LUÍS,2024,Fevereiro,MA        ,MA        ,"166,0","0,2023",1,"166,0","0,2023","819,0",02/2024
BALSAS,SÃO LUÍS,2024,Julho,MA        ,MA        ,"236,0","0,2271",1,"236,0","0,2271","1039,0",07/2024
BALSAS,SÃO LUÍS,2024,Junho,MA        ,MA        ,"180,0","0,2198",1,"180,0","0,2198","819,0",06/2024
BALSAS,SÃO LUÍS,2024,Maio,MA        ,MA        ,"164,0","0,2002",1,"164,0","0,2002","819,0",05/2024
BALSAS,SÃO LUÍS,2024,Março,MA        ,MA        ,"189,0","0,2308",1,"189,0","0,2308","819,0",03/2024
BALSAS,SÃO LUÍS,2024,Outubro,MA        ,MA        ,"187,0","0,2277",1,"187,0","0,2277","819,0",10/2024
BALSAS,SÃO LUÍS,2024,Setembro,MA        ,MA        ,"200,0","0,2442",1,"200,0","0,2442","819,0",09/2024
BOM JESUS DA PENHA,UBERLÂNDIA,2024,Novembro,MG        ,MG        ,"120,0","0,3175",1,"120,0","0,3175","378,0",11/2024
BOM JESUS DA PENHA,UBERLÂNDIA,2024,Outubro,MG        ,MG        ,"120,0","0,3175",1,"120,0","0,3175","378,0",10/2024
BOM JESUS DA PENHA,UBERLÂNDIA,2024,Setembro,MG        ,MG        ,"120,0","0,3175",1,"120,0","0,3175","378,0",09/2024
BOM JESUS DE GOIÁS,ARAGUARI,2021,Agosto,GO        ,MG        ,"63,75","0,3236",1,"63,75","0,3236","197,0",08/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Dezembro,GO        ,MG        ,"78,75","0,3997",1,"78,75","0,3997","197,0",12/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Julho,GO        ,MG        ,"67,5","0,3426",1,"67,5","0,3426","197,0",07/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Junho,GO        ,MG        ,"66,0","0,335",1,"66,0","0,335","197,0",06/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Maio,GO        ,MG        ,"68,4","0,3472",1,"68,4","0,3472","197,0",05/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Novembro,GO        ,MG        ,"66,25","0,3363",1,"66,25","0,3363","197,0",11/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Outubro,GO        ,MG        ,"60,0","0,3046",1,"60,0","0,3046","197,0",10/2021
BOM JESUS DE GOIÁS,ARAGUARI,2021,Setembro,GO        ,MG        ,"66,25","0,3363",1,"66,25","0,3363","197,0",09/2021
BOM JESUS DE GOIÁS,ARAGUARI,2022,Abril,GO        ,MG        ,"119,17","0,6049",1,"119,17","0,6049","197,0",04/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Agosto,GO        ,MG        ,"117,67","0,5973",1,"117,67","0,5973","197,0",08/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Dezembro,GO        ,MG        ,"103,75","0,5266",1,"103,75","0,5266","197,0",12/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Fevereiro,GO        ,MG        ,"131,25","0,6662",1,"131,25","0,6662","197,0",02/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Janeiro,GO        ,MG        ,"88,8","0,4508",1,"88,8","0,4508","197,0",01/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Julho,GO        ,MG        ,"120,0","0,6091",1,"120,0","0,6091","197,0",07/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Junho,GO        ,MG        ,"110,83","0,5626",1,"110,83","0,5626","197,0",06/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Maio,GO        ,MG        ,"112,83","0,5727",1,"112,83","0,5727","197,0",05/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Março,GO        ,MG        ,"143,33","0,7276",1,"143,33","0,7276","197,0",03/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Novembro,GO        ,MG        ,"100,0","0,5076",1,"100,0","0,5076","197,0",11/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Outubro,GO        ,MG        ,"103,75","0,5266",1,"103,75","0,5266","197,0",10/2022
BOM JESUS DE GOIÁS,ARAGUARI,2022,Setembro,GO        ,MG        ,"116,4","0,5909",1,"116,4","0,5909","197,0",09/2022
BOM JESUS DE GOIÁS,ARAGUARI,2023,Abril,GO        ,MG        ,"105,0","0,533",1,"105,0","0,533","197,0",04/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Agosto,GO        ,MG        ,"115,2","0,5848",1,"115,2","0,5848","197,0",08/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Dezembro,GO        ,MG        ,"104,8","0,532",1,"104,8","0,532","197,0",12/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Fevereiro,GO        ,MG        ,"133,0","0,6751",1,"133,0","0,6751","197,0",02/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Janeiro,GO        ,MG        ,"96,66","0,4907",1,"96,66","0,4907","197,0",01/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Julho,GO        ,MG        ,"117,0","0,5939",1,"117,0","0,5939","197,0",07/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Junho,GO        ,MG        ,"93,67","0,986",1,"93,67","0,986","95,0",06/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Maio,GO        ,MG        ,"122,0","1,2842",1,"122,0","1,2842","95,0",05/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Março,GO        ,MG        ,"122,0","0,6193",1,"122,0","0,6193","197,0",03/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Novembro,GO        ,MG        ,"107,25","0,5444",1,"107,25","0,5444","197,0",11/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Outubro,GO        ,MG        ,"120,5","0,6117",1,"120,5","0,6117","197,0",10/2023
BOM JESUS DE GOIÁS,ARAGUARI,2023,Setembro,GO        ,MG        ,"132,75","0,6739",1,"132,75","0,6739","197,0",09/2023
BOM JESUS DE GOIÁS,ARAGUARI,2024,Abril,GO        ,MG        ,"84,8","0,4305",1,"84,8","0,4305","197,0",04/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Agosto,GO        ,MG        ,"87,67","0,445",1,"87,67","0,445","197,0",08/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Dezembro,GO        ,MG        ,"85,0","0,4315",1,"85,0","0,4315","197,0",12/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Fevereiro,GO        ,MG        ,"96,0","0,4873",1,"96,0","0,4873","197,0",02/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Janeiro,GO        ,MG        ,"102,6","0,5208",1,"102,6","0,5208","197,0",01/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Julho,GO        ,MG        ,"88,33","0,4484",1,"88,33","0,4484","197,0",07/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Junho,GO        ,MG        ,"89,33","0,4535",1,"89,33","0,4535","197,0",06/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Maio,GO        ,MG        ,"85,0","0,4315",1,"85,0","0,4315","197,0",05/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Março,GO        ,MG        ,"90,5","0,4594",1,"90,5","0,4594","197,0",03/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Novembro,GO        ,MG        ,"81,67","0,4146",1,"81,67","0,4146","197,0",11/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Outubro,GO        ,MG        ,"82,33","0,4179",1,"82,33","0,4179","197,0",10/2024
BOM JESUS DE GOIÁS,ARAGUARI,2024,Setembro,GO        ,MG        ,"81,67","0,4146",1,"81,67","0,4146","197,0",09/2024
BOM JESUS DE GOIÁS,ARCOVERDE,2024,Dezembro,GO        ,PE        ,"433,82","0,1877",1,"433,82","0,1877","2311,0",12/2024
BOM JESUS DE GOIÁS,ARCOVERDE,2024,Março,GO        ,PE        ,"467,36","0,2016",1,"467,36","0,2016","2318,0",03/2024
BOM JESUS DE GOIÁS,CACHOEIRO DE ITAPEMIRIM,2024,Abril,GO        ,ES        ,"337,07","0,279",1,"337,07","0,279","1208,0",04/2024
BOM JESUS DE GOIÁS,COLATINA,2024,Abril,GO        ,ES        ,"328,84","0,2643",1,"328,84","0,2643","1244,0",04/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Agosto,GO        ,SP        ,"168,75","0,1967",1,"168,75","0,1967","858,0",08/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Dezembro,GO        ,SP        ,"173,75","0,2025",1,"173,75","0,2025","858,0",12/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Julho,GO        ,SP        ,"170,83","0,1991",1,"170,83","0,1991","858,0",07/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Junho,GO        ,SP        ,"175,0","0,204",1,"175,0","0,204","858,0",06/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Maio,GO        ,SP        ,"199,0","0,2319",1,"199,0","0,2319","858,0",05/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Novembro,GO        ,SP        ,"137,5","0,1603",1,"137,5","0,1603","858,0",11/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Outubro,GO        ,SP        ,"158,0","0,1841",1,"158,0","0,1841","858,0",10/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2021,Setembro,GO        ,SP        ,"157,5","0,1836",1,"157,5","0,1836","858,0",09/2021
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Abril,GO        ,SP        ,"275,0","0,3205",1,"275,0","0,3205","858,0",04/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Agosto,GO        ,SP        ,"253,17","0,2951",1,"253,17","0,2951","858,0",08/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Dezembro,GO        ,SP        ,"297,5","0,3467",1,"297,5","0,3467","858,0",12/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Fevereiro,GO        ,SP        ,"290,0","0,338",1,"290,0","0,338","858,0",02/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Janeiro,GO        ,SP        ,"196,0","0,2284",1,"196,0","0,2284","858,0",01/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Julho,GO        ,SP        ,"315,0","0,3671",1,"315,0","0,3671","858,0",07/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Junho,GO        ,SP        ,"290,0","0,338",1,"290,0","0,338","858,0",06/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Maio,GO        ,SP        ,"288,33","0,336",1,"288,33","0,336","858,0",05/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Março,GO        ,SP        ,"291,67","0,3399",1,"291,67","0,3399","858,0",03/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Novembro,GO        ,SP        ,"248,33","0,2894",1,"248,33","0,2894","858,0",11/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Outubro,GO        ,SP        ,"240,0","0,2797",1,"240,0","0,2797","858,0",10/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2022,Setembro,GO        ,SP        ,"258,0","0,3007",1,"258,0","0,3007","858,0",09/2022
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Abril,GO        ,SP        ,"274,83","0,3203",1,"274,83","0,3203","858,0",04/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Agosto,GO        ,SP        ,"315,0","0,3671",1,"315,0","0,3671","858,0",08/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Dezembro,GO        ,SP        ,"286,0","0,3333",1,"286,0","0,3333","858,0",12/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Fevereiro,GO        ,SP        ,"295,4","0,3443",1,"295,4","0,3443","858,0",02/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Janeiro,GO        ,SP        ,"232,6","0,2711",1,"232,6","0,2711","858,0",01/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Julho,GO        ,SP        ,"337,0","0,3928",1,"337,0","0,3928","858,0",07/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Junho,GO        ,SP        ,"285,33","0,9601",1,"285,33","0,9601","2972,0",06/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Maio,GO        ,SP        ,"302,0","1,0162",1,"302,0","1,0162","2972,0",05/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Março,GO        ,SP        ,"302,0","0,352",1,"302,0","0,352","858,0",03/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Novembro,GO        ,SP        ,"292,5","0,3409",1,"292,5","0,3409","858,0",11/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Outubro,GO        ,SP        ,"299,67","0,3493",1,"299,67","0,3493","858,0",10/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2023,Setembro,GO        ,SP        ,"332,5","0,3875",1,"332,5","0,3875","858,0",09/2023
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Abril,GO        ,SP        ,"235,0","0,2739",1,"235,0","0,2739","858,0",04/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Agosto,GO        ,SP        ,"265,0","0,3089",1,"265,0","0,3089","858,0",08/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Dezembro,GO        ,SP        ,"215,0","0,2506",1,"215,0","0,2506","858,0",12/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Fevereiro,GO        ,SP        ,"252,5","0,2943",1,"252,5","0,2943","858,0",02/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Janeiro,GO        ,SP        ,"242,4","0,2825",1,"242,4","0,2825","858,0",01/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Julho,GO        ,SP        ,"285,0","0,3322",1,"285,0","0,3322","858,0",07/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Junho,GO        ,SP        ,"285,0","0,3322",1,"285,0","0,3322","858,0",06/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Maio,GO        ,SP        ,"251,0","0,2925",1,"251,0","0,2925","858,0",05/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Março,GO        ,SP        ,"247,0","0,2879",1,"247,0","0,2879","858,0",03/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Novembro,GO        ,SP        ,"223,75","0,2608",1,"223,75","0,2608","858,0",11/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Outubro,GO        ,SP        ,"236,25","0,2753",1,"236,25","0,2753","858,0",10/2024
BOM JESUS DE GOIÁS,GUARUJÁ,2024,Setembro,GO        ,SP        ,"251,25","0,2928",1,"251,25","0,2928","858,0",09/2024
BOM JESUS DE GOIÁS,ICÓ,2024,Fevereiro,GO        ,CE        ,"427,49","0,185",1,"427,49","0,185","2311,0",02/2024
BOM JESUS DE GOIÁS,IMBITUBA,2021,Agosto,GO        ,SC        ,"177,5","0,1178",1,"177,5","0,1178","1507,0",08/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Dezembro,GO        ,SC        ,"230,0","0,1526",1,"230,0","0,1526","1507,0",12/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Julho,GO        ,SC        ,"193,33","0,1283",1,"193,33","0,1283","1507,0",07/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Junho,GO        ,SC        ,"195,0","0,1294",1,"195,0","0,1294","1507,0",06/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Maio,GO        ,SC        ,"236,0","0,1566",1,"236,0","0,1566","1507,0",05/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Novembro,GO        ,SC        ,"182,5","0,1211",1,"182,5","0,1211","1507,0",11/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Outubro,GO        ,SC        ,"160,0","0,1062",1,"160,0","0,1062","1507,0",10/2021
BOM JESUS DE GOIÁS,IMBITUBA,2021,Setembro,GO        ,SC        ,"181,25","0,1203",1,"181,25","0,1203","1507,0",09/2021
BOM JESUS DE GOIÁS,IMBITUBA,2022,Abril,GO        ,SC        ,"301,67","0,2002",1,"301,67","0,2002","1507,0",04/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Agosto,GO        ,SC        ,"351,67","0,2334",1,"351,67","0,2334","1507,0",08/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Fevereiro,GO        ,SC        ,"312,5","0,2074",1,"312,5","0,2074","1507,0",02/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Janeiro,GO        ,SC        ,"221,0","0,1466",1,"221,0","0,1466","1507,0",01/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Julho,GO        ,SC        ,"360,0","0,2389",1,"360,0","0,2389","1507,0",07/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Junho,GO        ,SC        ,"325,0","0,2157",1,"325,0","0,2157","1507,0",06/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Maio,GO        ,SC        ,"299,17","0,1985",1,"299,17","0,1985","1507,0",05/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Março,GO        ,SC        ,"300,0","0,1991",1,"300,0","0,1991","1507,0",03/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Outubro,GO        ,SC        ,"295,0","0,1958",1,"295,0","0,1958","1507,0",10/2022
BOM JESUS DE GOIÁS,IMBITUBA,2022,Setembro,GO        ,SC        ,"290,0","0,1924",1,"290,0","0,1924","1507,0",09/2022
BOM JESUS DE GOIÁS,IMBITUBA,2023,Agosto,GO        ,SC        ,"355,0","0,2356",1,"355,0","0,2356","1507,0",08/2023
BOM JESUS DE GOIÁS,IMBITUBA,2023,Dezembro,GO        ,SC        ,"296,67","0,1969",1,"296,67","0,1969","1507,0",12/2023
BOM JESUS DE GOIÁS,IMBITUBA,2023,Novembro,GO        ,SC        ,"302,5","0,2007",1,"302,5","0,2007","1507,0",11/2023
BOM JESUS DE GOIÁS,IMBITUBA,2023,Outubro,GO        ,SC        ,"350,0","0,2322",1,"350,0","0,2322","1507,0",10/2023
BOM JESUS DE GOIÁS,IMBITUBA,2023,Setembro,GO        ,SC        ,"377,5","0,2505",1,"377,5","0,2505","1507,0",09/2023
BOM JESUS DE GOIÁS,IMBITUBA,2024,Abril,GO        ,SC        ,"267,5","0,1775",1,"267,5","0,1775","1507,0",04/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Agosto,GO        ,SC        ,"290,0","0,1924",1,"290,0","0,1924","1507,0",08/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Dezembro,GO        ,SC        ,"235,0","0,1559",1,"235,0","0,1559","1507,0",12/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Fevereiro,GO        ,SC        ,"270,0","0,1792",1,"270,0","0,1792","1507,0",02/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Janeiro,GO        ,SC        ,"268,33","0,1781",1,"268,33","0,1781","1507,0",01/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Julho,GO        ,SC        ,"310,0","0,2057",1,"310,0","0,2057","1507,0",07/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Junho,GO        ,SC        ,"318,33","0,2112",1,"318,33","0,2112","1507,0",06/2024
BOM JESUS DE GOIÁS,IMBITUBA,2024,Maio,GO        ,SC        ,"281,25","0,1866",1,"281,25","0,1866","1507,0",05/2024
