produto,classificao_produto,id_produto,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg,data_padronizada
ABACATE                  ,NÃO INFORMADO       ,4618,RR        ,NORTE          ,2023,11,ATACADO                                                     ,7.0,11/2023
ABACATE                  ,NÃO INFORMADO       ,4618,RR        ,NORTE          ,2023,12,ATACADO                                                     ,7.0,12/2023
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7,11/2023
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.18,11/2023
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.51,11/2023
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.42,11/2023
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.3,11/2023
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17,11/2023
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.85,11/2023
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.0,11/2023
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.01,11/2023
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.46,11/2023
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.73,11/2023
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.92,11/2023
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.38,11/2023
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6,11/2023
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.87,11/2023
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.79,11/2023
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67,11/2023
ABACAXI                  ,NÃO INFORMADO       ,4619,RR        ,NORTE          ,2023,11,ATACADO                                                     ,7.0,11/2023
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.7,11/2023
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.86,11/2023
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.0,11/2023
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7,12/2023
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.39,12/2023
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.23,12/2023
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.25,12/2023
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17,12/2023
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.96,12/2023
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.06,12/2023
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.59,12/2023
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.13,12/2023
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.91,12/2023
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.98,12/2023
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.51,12/2023
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6,12/2023
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77,12/2023
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.2,12/2023
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77,12/2023
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.52,12/2023
ABACAXI                  ,NÃO INFORMADO       ,4619,RR        ,NORTE          ,2023,12,ATACADO                                                     ,7.5,12/2023
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.5,12/2023
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.21,12/2023
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.22,12/2023
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.09,12/2023
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.87,01/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57,01/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.13,01/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.22,01/2024
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17,01/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.15,01/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.37,01/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93,01/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.27,01/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.95,01/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.41,01/2024
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.1,01/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.13,01/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.61,01/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.96,01/2024
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,01/2024
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,01/2024
ABACAXI                  ,PÉROLA              ,6320,SE        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.14,01/2024
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.32,01/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.5,01/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93,02/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.63,02/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.1,02/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.23,02/2024
ABACAXI                  ,PÉROLA              ,6320,CE        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.17,02/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.69,02/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.63,02/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.95,02/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.75,02/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.6,02/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.97,02/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57,02/2024
ABACAXI                  ,HAVAÍ               ,6319,PR        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.44,02/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.84,02/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.45,02/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.44,02/2024
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.67,02/2024
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,02/2024
ABACAXI                  ,PÉROLA              ,6320,SP        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.41,02/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.4,02/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.94,03/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.57,03/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.99,03/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.52,03/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.49,03/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67,03/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.79,03/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.77,03/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.65,03/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.23,03/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.55,03/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.22,03/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.55,03/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.85,03/2024
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.12,03/2024
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,03/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.12,03/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.88,04/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67,04/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.55,04/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.59,04/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,04/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67,04/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.84,04/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.71,04/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.67,04/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11,04/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.59,04/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.03,04/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.99,04/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.43,04/2024
ABACAXI                  ,PÉROLA              ,6320,RR        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,9.0,04/2024
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0,04/2024
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,04/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.08,04/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.75,05/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67,05/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.82,05/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.52,05/2024
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.8,05/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.5,05/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.57,05/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.81,05/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.98,05/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.9,05/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11,05/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.55,05/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.11,05/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.58,05/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.23,05/2024
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.3,05/2024
ABACAXI                  ,TERRA DE AREIA      ,11148,RS        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,5.0,05/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.89,05/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.71,06/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.82,06/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.66,06/2024
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.0,06/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.4,06/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.62,06/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.83,06/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.25,06/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67,06/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.08,06/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.4,06/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.41,06/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.1,06/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67,06/2024
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0,06/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.3,06/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.7,07/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.2,07/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.67,07/2024
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.93,07/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.51,07/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.03,07/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.81,07/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.33,07/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67,07/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.0,07/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.29,07/2024
ABACAXI                  ,PÉROLA              ,6320,RJ        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.83,07/2024
ABACAXI                  ,PÉROLA              ,6320,RN        ,NORDESTE       ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.87,07/2024
ABACAXI                  ,PÉROLA              ,6320,RO        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.84,07/2024
ABACAXI                  ,IMPERIAL            ,14887,RR        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.0,07/2024
ABACAXI                  ,PÉROLA              ,6320,TO        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.22,07/2024
ABACAXI                  ,PÉROLA              ,6320,AC        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67,08/2024
ABACAXI                  ,PÉROLA              ,6320,AL        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.67,08/2024
ABACAXI                  ,PÉROLA              ,6320,AM        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,7.31,08/2024
ABACAXI                  ,PÉROLA              ,6320,AP        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.95,08/2024
ABACAXI                  ,PÉROLA              ,6320,BA        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.44,08/2024
ABACAXI                  ,PÉROLA              ,6320,DF        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.96,08/2024
ABACAXI                  ,PÉROLA              ,6320,ES        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,4.1,08/2024
ABACAXI                  ,PÉROLA              ,6320,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.74,08/2024
ABACAXI                  ,PÉROLA              ,6320,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,3.18,08/2024
ABACAXI                  ,PÉROLA              ,6320,PA        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,0.67,08/2024
ABACAXI                  ,PÉROLA              ,6320,PB        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,2.14,08/2024
ABACAXI                  ,PÉROLA              ,6320,PE        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.93,08/2024
